project_id,sov_line_id,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,productivity_factor,key_assumptions
PRJ-2018-046,PRJ-2018-046-SOV-10,3718,222600,152300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-046,PRJ-2018-046-SOV-11,2679,160400,80300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-046,PRJ-2018-046-SOV-12,3086,184700,0,0,260700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-046,PRJ-2018-046-SOV-13,1285,76900,0,0,97100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-046,PRJ-2018-046-SOV-14,1636,97900,47800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-046,PRJ-2018-046-SOV-15,967,57900,28800,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-047,PRJ-2018-047-SOV-01,9463,607600,324500,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-047,PRJ-2018-047-SOV-02,3313,212700,76500,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-047,PRJ-2018-047-SOV-03,12785,820900,503100,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-047,PRJ-2018-047-SOV-04,15348,985500,412700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-047,PRJ-2018-047-SOV-05,10334,663500,422000,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-047,PRJ-2018-047-SOV-06,7616,489000,250000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-047,PRJ-2018-047-SOV-07,8818,566200,0,1547100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-047,PRJ-2018-047-SOV-08,3849,247100,0,824500,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-047,PRJ-2018-047-SOV-09,2074,133100,0,624100,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-047,PRJ-2018-047-SOV-10,11560,742200,310800,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-047,PRJ-2018-047-SOV-11,6191,397500,242500,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-047,PRJ-2018-047-SOV-12,5808,372900,0,0,533200,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-047,PRJ-2018-047-SOV-13,2910,186800,0,0,221900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-047,PRJ-2018-047-SOV-14,2762,177300,73900,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-047,PRJ-2018-047-SOV-15,1376,88300,56900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-048,PRJ-2018-048-SOV-01,4450,260700,160400,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-048,PRJ-2018-048-SOV-02,1334,78100,38200,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-048,PRJ-2018-048-SOV-03,6465,378800,231000,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-048,PRJ-2018-048-SOV-04,7523,440700,215300,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-048,PRJ-2018-048-SOV-05,5762,337600,255100,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-048,PRJ-2018-048-SOV-06,2665,156100,87300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-048,PRJ-2018-048-SOV-07,1937,113400,0,604500,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-048,PRJ-2018-048-SOV-08,1769,103600,0,435800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-048,PRJ-2018-048-SOV-09,1555,91100,0,383700,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-048,PRJ-2018-048-SOV-10,4809,281700,168100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-048,PRJ-2018-048-SOV-11,1669,97700,67200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-048,PRJ-2018-048-SOV-12,2996,175500,0,0,213800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-048,PRJ-2018-048-SOV-13,1490,87300,0,0,112900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-048,PRJ-2018-048-SOV-14,1400,82000,41000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-048,PRJ-2018-048-SOV-15,709,41500,22600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-049,PRJ-2018-049-SOV-01,3022,192000,130700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-049,PRJ-2018-049-SOV-02,1267,80500,39100,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-049,PRJ-2018-049-SOV-03,4747,301600,185700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-049,PRJ-2018-049-SOV-04,4228,268600,183700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-049,PRJ-2018-049-SOV-05,4164,264500,117100,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-049,PRJ-2018-049-SOV-06,2642,167800,90800,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-049,PRJ-2018-049-SOV-07,2006,127400,0,633400,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-049,PRJ-2018-049-SOV-08,1596,101400,0,309800,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-049,PRJ-2018-049-SOV-09,780,49500,0,225800,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-049,PRJ-2018-049-SOV-10,3372,214200,138000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-049,PRJ-2018-049-SOV-11,2151,136600,71200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-049,PRJ-2018-049-SOV-12,2822,179300,0,0,194300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-049,PRJ-2018-049-SOV-13,1323,84000,0,0,99500,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-049,PRJ-2018-049-SOV-14,1173,74500,36400,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-049,PRJ-2018-049-SOV-15,810,51400,27100,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-050,PRJ-2018-050-SOV-01,2957,181100,100600,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-050,PRJ-2018-050-SOV-02,1253,76700,39400,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-050,PRJ-2018-050-SOV-03,3962,242700,140200,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-050,PRJ-2018-050-SOV-04,4214,258100,121800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-050,PRJ-2018-050-SOV-05,3309,202700,101500,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-050,PRJ-2018-050-SOV-06,2359,144500,82400,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-050,PRJ-2018-050-SOV-07,1215,74400,0,290200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-050,PRJ-2018-050-SOV-08,1768,108300,0,291300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-050,PRJ-2018-050-SOV-09,1032,63200,0,186800,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-050,PRJ-2018-050-SOV-10,2964,181500,109800,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-050,PRJ-2018-050-SOV-11,1328,81300,36100,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-050,PRJ-2018-050-SOV-12,2096,128300,0,0,142300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-050,PRJ-2018-050-SOV-13,596,36500,0,0,51100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-050,PRJ-2018-050-SOV-14,751,46000,32000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-050,PRJ-2018-050-SOV-15,615,37600,17800,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-051,PRJ-2018-051-SOV-01,3985,234200,142300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-051,PRJ-2018-051-SOV-02,1689,99200,50600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-051,PRJ-2018-051-SOV-03,5670,333200,119100,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-051,PRJ-2018-051-SOV-04,5882,345700,150500,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-051,PRJ-2018-051-SOV-05,5938,349000,176800,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-051,PRJ-2018-051-SOV-06,3025,177700,90700,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-051,PRJ-2018-051-SOV-07,3910,229800,0,610700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-051,PRJ-2018-051-SOV-08,3363,197600,0,537700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-051,PRJ-2018-051-SOV-09,1573,92400,0,343900,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-051,PRJ-2018-051-SOV-10,6413,376900,175100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-051,PRJ-2018-051-SOV-11,1744,102500,73000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-051,PRJ-2018-051-SOV-12,3461,203400,0,0,255100,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-051,PRJ-2018-051-SOV-13,2024,118900,0,0,163800,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-051,PRJ-2018-051-SOV-14,1710,100500,63800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-051,PRJ-2018-051-SOV-15,757,44400,18600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-052,PRJ-2018-052-SOV-01,2541,158300,59000,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-052,PRJ-2018-052-SOV-02,644,40100,20400,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-052,PRJ-2018-052-SOV-03,2234,139200,69900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-052,PRJ-2018-052-SOV-04,4229,263500,123700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-052,PRJ-2018-052-SOV-05,2553,159000,102000,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-052,PRJ-2018-052-SOV-06,1339,83400,43000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-052,PRJ-2018-052-SOV-07,1595,99300,0,261200,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-052,PRJ-2018-052-SOV-08,1510,94000,0,258700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-052,PRJ-2018-052-SOV-09,1235,76900,0,230700,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-052,PRJ-2018-052-SOV-10,2217,138100,93500,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-052,PRJ-2018-052-SOV-11,1113,69300,35400,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-052,PRJ-2018-052-SOV-12,1603,99800,0,0,131100,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-052,PRJ-2018-052-SOV-13,1087,67700,0,0,77900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-052,PRJ-2018-052-SOV-14,787,49000,32600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-052,PRJ-2018-052-SOV-15,631,39300,17800,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-053,PRJ-2018-053-SOV-01,2571,161400,100300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-053,PRJ-2018-053-SOV-02,1038,65100,37000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-053,PRJ-2018-053-SOV-03,4028,252900,148000,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-053,PRJ-2018-053-SOV-04,3753,235600,105500,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-053,PRJ-2018-053-SOV-05,4001,251200,117400,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-053,PRJ-2018-053-SOV-06,2022,126900,60400,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-053,PRJ-2018-053-SOV-07,1358,85200,0,313900,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-053,PRJ-2018-053-SOV-08,1270,79700,0,214000,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-053,PRJ-2018-053-SOV-09,925,58000,0,232200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-053,PRJ-2018-053-SOV-10,2042,128200,73900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-053,PRJ-2018-053-SOV-11,1093,68600,54600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-053,PRJ-2018-053-SOV-12,1657,104000,0,0,150300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-053,PRJ-2018-053-SOV-13,945,59300,0,0,84600,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-053,PRJ-2018-053-SOV-14,786,49300,32800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-053,PRJ-2018-053-SOV-15,516,32400,14300,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-054,PRJ-2018-054-SOV-01,15889,955500,516100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-054,PRJ-2018-054-SOV-02,5941,357200,149800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-054,PRJ-2018-054-SOV-03,13133,789700,479400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-054,PRJ-2018-054-SOV-04,22964,1380900,830800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-054,PRJ-2018-054-SOV-05,14906,896300,491700,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-054,PRJ-2018-054-SOV-06,9667,581300,271800,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-054,PRJ-2018-054-SOV-07,7718,464100,0,1992600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-054,PRJ-2018-054-SOV-08,8937,537400,0,1851700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-054,PRJ-2018-054-SOV-09,3131,188200,0,757700,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-054,PRJ-2018-054-SOV-10,14061,845500,406600,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-054,PRJ-2018-054-SOV-11,6787,408100,188500,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-054,PRJ-2018-054-SOV-12,8817,530200,0,0,569700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-054,PRJ-2018-054-SOV-13,6824,410300,0,0,533000,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-054,PRJ-2018-054-SOV-14,4372,262900,159300,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-054,PRJ-2018-054-SOV-15,2317,139300,71900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-055,PRJ-2018-055-SOV-01,3351,201900,125300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-055,PRJ-2018-055-SOV-02,1471,88600,56300,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-055,PRJ-2018-055-SOV-03,4611,277900,174900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-055,PRJ-2018-055-SOV-04,7048,424800,176000,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2018-055,PRJ-2018-055-SOV-05,6079,366400,225300,0,0,0.9,Copper pricing based on current market rates
PRJ-2018-055,PRJ-2018-055-SOV-06,2347,141400,69300,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2018-055,PRJ-2018-055-SOV-07,2701,162800,0,597400,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2018-055,PRJ-2018-055-SOV-08,1647,99200,0,382400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2018-055,PRJ-2018-055-SOV-09,1080,65100,0,287100,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2018-055,PRJ-2018-055-SOV-10,4890,294700,153000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2018-055,PRJ-2018-055-SOV-11,1996,120300,48000,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2018-055,PRJ-2018-055-SOV-12,2787,167900,0,0,193700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2018-055,PRJ-2018-055-SOV-13,1091,65700,0,0,86900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2018-055,PRJ-2018-055-SOV-14,1243,74900,29500,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2018-055,PRJ-2018-055-SOV-15,586,35300,18600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2018-056,PRJ-2018-056-SOV-01,25278,1502400,969600,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2018-056,PRJ-2018-056-SOV-02,10253,609300,274500,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2018-056,PRJ-2018-056-SOV-03,38513,2289000,1043800,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2018-056,PRJ-2018-056-SOV-04,49361,2933700,1111100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
